Gene,TSG.Training.Set,OG.Training.Set,Neutral.Genes,lincRNA
ENSG00000233729.1_8,0,0,0,0
ENSG00000279512.1_7,0,0,0,0
ENSG00000226953.8_9,0,0,0,0
ENSG00000232474.1_9,0,0,0,0
ENSG00000223430.1_5,0,0,0,0
ENSG00000286697.1_3,0,0,1,1
ENSG00000289534.1_1,0,0,0,0
ENSG00000287463.1_3,0,0,0,0
ENSG00000224043.9_11,0,0,0,0
ENSG00000226806.1_8,0,0,0,0
ENSG00000231890.10_16,0,1,0,0
ENSG00000237262.1_5,0,0,1,1
ENSG00000289974.1_1,0,0,1,1
ENSG00000279024.1_7,0,0,1,1
ENSG00000234007.1,0,0,1,1
ENSG00000224231.2_8,0,0,1,1
ENSG00000228043.5_11,0,0,1,1
ENSG00000230569.1_8,0,0,1,1
ENSG00000241772.2_9,0,0,0,0
ENSG00000260059.1_9,0,0,1,1
ENSG00000237772.2_10,0,0,1,1
ENSG00000287147.1_3,0,0,1,1
ENSG00000286778.1_3,0,0,1,1
ENSG00000226939.1_5,0,0,1,1
ENSG00000229131.1_7,0,0,1,1
ENSG00000223554.1_7,0,0,1,1
ENSG00000224028.1_9,0,0,1,1
ENSG00000244125.1_8,1,0,0,1
ENSG00000257284.1_10,0,0,0,0
ENSG00000228655.7_12,0,0,0,0
ENSG00000283994.1_10,0,0,0,0
ENSG00000231758.3_9,0,0,0,0
ENSG00000257277.2_11,0,0,0,0
ENSG00000257226.2_11,0,0,0,0
ENSG00000236356.1_8,0,0,1,1
ENSG00000232377.1_9,0,0,0,0
ENSG00000283118.1_5,0,0,0,0
ENSG00000279166.1_3,0,0,0,0
ENSG00000238057.10_12,0,1,0,0
ENSG00000232606.3_10,0,0,0,1
ENSG00000287115.2_7,0,0,1,1
ENSG00000226674.11_18,0,0,0,1
ENSG00000234940.1_7,0,0,1,1
ENSG00000268580.1_8,0,0,1,1
ENSG00000235435.1_11,0,0,1,1
ENSG00000225107.1_7,0,0,1,1
ENSG00000286225.1_4,0,0,1,1
ENSG00000226218.1_7,0,0,1,1
ENSG00000233842.2_7,0,0,1,1
ENSG00000279876.1_9,0,0,1,1
ENSG00000231040.3_9,0,0,1,1
ENSG00000287847.1_3,0,0,1,1
ENSG00000223911.1_10,0,0,0,0
ENSG00000281469.1_7,0,0,0,0
ENSG00000281772.1_7,0,0,0,0
ENSG00000231079.7_11,0,0,0,0
ENSG00000289474.2_2,0,0,0,0
ENSG00000286167.1_5,0,0,0,0
ENSG00000286335.1_5,0,0,0,0
ENSG00000231969.4_12,0,0,0,0
ENSG00000162947.5_9,0,0,1,1
ENSG00000286081.2_5,0,0,1,1
ENSG00000230645.2_9,0,0,0,1
ENSG00000231420.1_8,0,0,0,1
ENSG00000236049.1_8,0,0,1,1
ENSG00000237220.1_6,0,0,1,1
ENSG00000232359.1_11,0,0,1,1
ENSG00000224048.6_10,0,0,1,1
ENSG00000228064.1_7,0,0,1,1
ENSG00000222031.1_7,0,0,1,1
ENSG00000236885.2_12,0,0,1,1
ENSG00000288066.1_3,0,0,0,0
ENSG00000225214.1_8,0,0,0,0
ENSG00000286234.1_3,0,0,1,1
ENSG00000287085.1_5,0,0,0,0
ENSG00000286207.1_6,0,0,0,0
ENSG00000224612.2_12,0,0,1,1
ENSG00000227708.1_6,0,0,1,1
ENSG00000227400.2_12,0,0,0,0
ENSG00000224675.1_11,0,0,0,0
ENSG00000238004.1_8,0,0,1,1
ENSG00000287900.1_6,0,0,1,1
ENSG00000230991.2_9,0,0,1,1
ENSG00000286679.1_3,0,0,1,1
ENSG00000226383.7_10,0,0,1,1
ENSG00000282440.1_10,0,0,1,1
ENSG00000283436.1_6,0,0,1,1
ENSG00000287048.1_3,0,0,1,1
ENSG00000286889.1_3,0,0,1,1
ENSG00000286530.1_3,0,0,1,1
ENSG00000234584.1_7,0,0,1,1
ENSG00000270557.1_9,0,0,0,0
ENSG00000271320.1_9,0,0,0,0
ENSG00000237327.1_7,0,0,0,0
ENSG00000227480.2_9,0,0,0,0
ENSG00000289488.1_1,0,0,0,0
ENSG00000204380.4_10,0,0,0,0
ENSG00000228586.1_10,0,0,1,1
ENSG00000286621.1_5,0,0,0,0
ENSG00000223642.7_15,0,0,0,0
ENSG00000224152.3_11,0,0,0,0
ENSG00000226266.8_13,0,0,1,1
ENSG00000287091.1_4,0,0,0,0
ENSG00000285155.1_8,0,0,0,0
ENSG00000285373.3_8,0,0,1,1
ENSG00000279844.1_7,0,0,1,1
ENSG00000224467.1_9,0,0,0,0
ENSG00000235724.10_13,0,0,0,0
ENSG00000227403.3_10,0,0,0,1
ENSG00000224076.5_10,0,0,0,0
ENSG00000251621.1_12,0,0,0,0
ENSG00000280105.1_4,0,0,0,0
ENSG00000288091.1_5,0,0,0,0
ENSG00000230918.3_12,0,0,0,0
ENSG00000233397.3_11,0,0,1,1
ENSG00000236841.8_14,0,0,0,0
ENSG00000237750.2_10,0,0,0,0
ENSG00000237844.2_11,0,0,1,1
ENSG00000236283.5_17,0,0,0,0
ENSG00000288089.1_6,0,0,1,1
ENSG00000235192.1_8,0,0,1,1
ENSG00000229195.1_11,0,0,1,1
ENSG00000232411.1_11,0,0,1,1
ENSG00000224490.5_6,0,0,0,0
ENSG00000236107.10_17,0,0,0,0
ENSG00000254552.1_9,0,0,0,0
ENSG00000228222.1_8,0,0,0,0
ENSG00000235335.3_10,0,0,0,0
ENSG00000227617.9_16,0,1,0,0
ENSG00000235321.1_8,0,0,1,1
ENSG00000231898.9_16,0,0,0,0
ENSG00000213981.8_11,0,0,0,0
ENSG00000234350.7_15,0,0,0,0
ENSG00000222033.1_6,0,0,0,1
ENSG00000235934.2_11,0,0,0,0
ENSG00000286611.1_4,0,0,0,0
ENSG00000286115.1_6,0,0,1,1
ENSG00000288958.1_1,0,0,0,0
ENSG00000289413.1_1,0,0,1,1
ENSG00000236651.1_8,0,0,0,1
ENSG00000232555.2_7,0,0,1,1
ENSG00000288048.1_3,0,0,1,1
ENSG00000286557.1_5,0,0,1,1
ENSG00000278924.1_3,0,0,1,1
ENSG00000226963.1_10,0,0,0,0
ENSG00000232788.1_9,0,0,0,0
ENSG00000225205.5_12,0,0,0,0
ENSG00000228016.1_9,0,0,0,0
ENSG00000238133.6_9,0,1,0,0
ENSG00000270460.1_9,0,0,1,1
ENSG00000289296.2_2,0,0,1,1
ENSG00000271151.1_8,0,0,1,1
ENSG00000273258.1_10,0,0,1,1
ENSG00000260868.1_6,0,0,1,1
ENSG00000231453.1_6,0,1,0,1
ENSG00000280414.1_7,0,0,0,0
ENSG00000226853.5_12,0,0,1,1
ENSG00000279884.1_4,0,0,1,1
ENSG00000236449.2_12,0,0,0,0
ENSG00000237798.1_10,0,0,0,0
ENSG00000290018.1_1,0,0,1,1
ENSG00000229750.1_10,0,0,0,0
ENSG00000229066.2_11,0,0,1,1
ENSG00000289349.1_1,0,0,1,1
ENSG00000235047.1_8,0,0,1,1
ENSG00000229779.1_10,0,0,1,1
ENSG00000237380.7_12,0,1,0,0
ENSG00000224189.8_9,0,1,0,0
ENSG00000272729.1_8,0,0,0,0
ENSG00000226363.4_9,0,1,0,1
ENSG00000279160.1_8,0,0,0,0
ENSG00000224577.4_10,0,0,0,1
ENSG00000229434.1_7,0,0,1,1
ENSG00000236231.1_7,0,0,1,1
ENSG00000163364.12_14,0,1,0,1
ENSG00000230552.6_12,0,0,1,1
ENSG00000279205.1_7,0,0,1,1
ENSG00000227098.2_8,0,0,1,1
ENSG00000236501.6_12,0,0,1,1
ENSG00000229337.2_12,0,0,1,1
ENSG00000222043.2_10,0,0,0,0
ENSG00000213963.7_14,0,0,0,0
ENSG00000271825.1_10,0,0,0,0
ENSG00000271996.1_10,0,0,0,0
ENSG00000237655.1_8,0,0,0,0
ENSG00000229941.6_8,0,0,0,0
ENSG00000236664.1_11,0,0,0,0
ENSG00000223960.9_13,0,0,0,0
ENSG00000237298.11_11,0,1,0,0
ENSG00000270956.1_11,0,0,0,0
ENSG00000270277.1_11,0,0,0,0
ENSG00000279598.1_4,0,0,0,0
ENSG00000271011.1_9,0,0,0,0
ENSG00000270574.1_9,0,0,0,0
ENSG00000271141.1_9,0,0,0,0
ENSG00000271401.1_9,0,0,0,0
ENSG00000267784.1_9,0,0,0,0
ENSG00000287149.1_3,0,0,0,0
ENSG00000237477.1_5,0,0,1,1
ENSG00000225258.1_8,0,0,1,1
ENSG00000281131.1_4,0,1,0,1
ENSG00000279559.1_7,0,0,1,1
ENSG00000236153.1_11,0,0,0,0
ENSG00000238171.1_7,0,0,0,0
ENSG00000234663.7_8,0,0,0,1
ENSG00000289389.1_1,0,0,1,1
ENSG00000226681.1_7,0,0,1,1
ENSG00000234595.1_8,0,0,1,1
ENSG00000225570.1_10,0,0,1,1
ENSG00000260742.1_8,0,0,1,1
ENSG00000287536.1_3,0,0,0,0
ENSG00000224643.5_11,0,0,0,0
ENSG00000272800.3_11,0,0,1,1
ENSG00000287621.1_3,0,0,1,1
ENSG00000286879.1_3,0,0,1,1
ENSG00000234172.1_5,0,0,1,1
ENSG00000286807.1_3,0,0,1,1
ENSG00000286152.1_7,0,0,1,1
ENSG00000286980.1_3,0,0,1,1
ENSG00000283839.3_10,0,0,0,0
ENSG00000286797.1_3,0,0,1,1
ENSG00000231646.6_10,0,0,0,0
ENSG00000226747.6_10,0,0,0,0
ENSG00000287129.1_5,0,0,1,1
ENSG00000237877.8_13,0,0,0,1
ENSG00000259915.2_10,0,0,1,1
ENSG00000227227.1_10,0,0,0,0
ENSG00000224063.6_11,0,0,0,0
ENSG00000231689.3_11,0,0,0,0
ENSG00000289205.2_2,0,0,1,1
ENSG00000223523.1_11,0,0,1,1
ENSG00000174325.6_8,0,0,0,1
ENSG00000228073.1_8,0,0,0,0
ENSG00000288866.1_1,0,0,1,1
ENSG00000287418.1_5,0,0,1,1
ENSG00000253559.1_7,0,0,0,0
ENSG00000273240.1_8,0,0,1,1
ENSG00000272979.1_8,0,0,0,0
ENSG00000290089.1_1,0,0,0,0
ENSG00000233654.2_11,0,0,1,1
ENSG00000284052.1_4,0,0,0,0
ENSG00000228509.7_11,0,0,0,0
ENSG00000235852.1_10,0,0,0,0
ENSG00000230686.1_8,0,0,0,0
ENSG00000231858.5_10,0,0,0,0
ENSG00000288064.1_5,0,0,0,0
ENSG00000280083.1_7,0,0,1,1
ENSG00000227542.1_11,0,0,0,0
ENSG00000288900.1_1,0,0,1,1
ENSG00000288582.2_6,0,0,0,0
ENSG00000225884.3_11,0,0,1,1
ENSG00000233766.8_13,0,0,0,0
ENSG00000229395.1_8,0,0,1,1
ENSG00000232227.5_10,0,0,1,1
ENSG00000227418.6_7,0,1,0,1
ENSG00000286358.1_3,0,0,1,1
ENSG00000286868.1_4,0,0,1,1
ENSG00000260142.1_8,0,0,1,1
ENSG00000225539.9_11,0,0,1,1
ENSG00000286539.1_3,0,0,1,1
ENSG00000230173.1_6,0,0,1,1
ENSG00000235056.1_7,0,0,1,1
ENSG00000224099.2_10,0,0,1,1
ENSG00000271893.1_10,0,0,1,1
ENSG00000223466.2_9,0,0,0,1
ENSG00000234919.1_8,0,0,1,1
ENSG00000272211.1_8,0,0,0,0
ENSG00000229056.2_11,0,0,0,0
ENSG00000282836.1_11,0,0,1,1
ENSG00000280176.1_7,0,0,1,1
ENSG00000231621.3_10,0,0,0,0
ENSG00000236977.1_9,0,0,0,0
ENSG00000225979.1_10,0,0,1,1
ENSG00000287858.1_3,0,0,0,0
ENSG00000222017.1_8,0,0,0,0
ENSG00000286020.1_7,0,0,0,0
ENSG00000237035.1_10,0,0,0,0
ENSG00000236653.3_10,0,0,0,0
ENSG00000225421.2_9,0,0,0,0
ENSG00000231557.1_11,0,0,1,1
ENSG00000257045.1_8,0,0,0,0
ENSG00000225953.5_10,0,1,0,0
ENSG00000238217.7_9,0,0,1,1
ENSG00000232732.11_17,0,0,1,1
ENSG00000287027.1_3,0,0,1,1
ENSG00000287299.1_5,0,0,0,0
ENSG00000284084.1_5,0,0,1,1
ENSG00000290905.1_2,0,0,1,1
ENSG00000237166.4_11,0,0,1,1
ENSG00000291279.1_2,0,0,1,1
ENSG00000290906.1_2,0,0,1,1
ENSG00000230408.3_10,0,0,0,0
ENSG00000183308.6_8,0,0,0,0
ENSG00000232719.1_8,0,0,1,1
ENSG00000226312.7_12,0,0,0,0
ENSG00000234431.2_9,0,0,0,0
ENSG00000289698.1_1,0,0,0,0
ENSG00000287133.1_4,0,0,0,0
ENSG00000289026.1_1,0,0,1,1
ENSG00000273209.1_8,0,0,1,1
ENSG00000222035.4_12,0,0,0,0
ENSG00000287041.1_5,0,0,0,0
ENSG00000231903.1_12,0,0,0,0
ENSG00000286223.1_7,0,0,0,0
ENSG00000272966.1_9,0,0,1,1
ENSG00000273456.2_10,0,0,0,1
ENSG00000289294.2_2,0,0,0,0
ENSG00000256458.1_10,0,0,0,0
ENSG00000234714.1_8,0,0,1,1
ENSG00000237271.2_8,0,0,1,1
ENSG00000236634.1_7,0,0,1,1
ENSG00000237843.2_7,0,0,1,1
ENSG00000287524.1_5,0,0,0,0
ENSG00000225216.6_15,0,0,0,0
ENSG00000225610.1_10,0,0,0,0
ENSG00000227946.3_12,0,0,0,0
ENSG00000231955.1_9,0,0,0,0
ENSG00000279220.4_9,0,0,0,0
ENSG00000228577.1_10,0,0,0,0
ENSG00000231653.1_10,0,0,1,1
ENSG00000229321.2_11,0,0,1,1
ENSG00000260171.1_8,0,0,1,1
ENSG00000237892.1_9,0,0,0,0
ENSG00000229647.3_9,0,1,0,0
ENSG00000224342.1_5,0,0,0,0
ENSG00000234902.6_11,0,0,1,1
ENSG00000286568.1_3,0,0,1,1
ENSG00000225916.1_8,0,0,1,1
ENSG00000240440.1_11,0,0,1,1
ENSG00000223725.6_11,0,0,0,0
ENSG00000225064.1_6,0,0,0,1
ENSG00000224137.2_7,0,1,0,1
ENSG00000272851.1_10,0,0,0,0
ENSG00000225111.3_9,0,0,0,0
ENSG00000289422.2_2,0,0,1,1
ENSG00000290929.1_1,0,0,1,1
ENSG00000231908.2_8,0,0,0,0
ENSG00000231896.1_10,0,0,0,0
ENSG00000287662.1_3,0,0,1,1
ENSG00000289113.1_1,0,0,1,1
ENSG00000286249.1_6,0,0,1,1
ENSG00000272807.1_9,0,0,0,0
ENSG00000229127.2_10,0,0,0,0
ENSG00000279317.4_7,0,0,0,0
ENSG00000234281.5_7,0,0,0,0
ENSG00000288732.2_2,0,0,0,0
ENSG00000280837.1_4,1,0,0,0
ENSG00000273118.1_11,0,0,0,0
ENSG00000234308.3_8,0,0,0,1
ENSG00000223373.1_5,0,0,1,1
ENSG00000286965.1_5,0,0,1,1
ENSG00000270659.2_10,0,0,0,0
ENSG00000236193.3_8,0,0,1,1
ENSG00000289002.2_2,0,0,1,1
ENSG00000272519.1_11,0,0,1,1
ENSG00000196096.3_10,0,0,1,1
ENSG00000197585.10_12,0,0,0,0
ENSG00000224257.1_7,0,0,0,0
ENSG00000229267.3_11,0,0,0,0
ENSG00000227769.7_12,0,0,0,0
ENSG00000286836.1_5,0,0,1,1
ENSG00000237571.1_8,0,0,0,1
ENSG00000230695.2_9,0,0,1,1
ENSG00000225166.2_10,0,0,1,1
ENSG00000228618.1_8,0,0,1,1
ENSG00000234938.2_11,0,0,1,1
ENSG00000237525.7_10,0,0,1,1
ENSG00000227981.2_11,0,0,1,1
ENSG00000235770.6_11,1,0,0,1
ENSG00000230838.2_7,0,1,0,1
ENSG00000288791.1_1,0,0,1,1
ENSG00000227824.1_8,0,0,1,1
ENSG00000226276.1_7,0,0,1,1
ENSG00000279348.1_7,0,0,1,1
ENSG00000260804.3_6,1,0,0,1
ENSG00000231092.1_8,0,0,0,0
ENSG00000233581.1_7,0,0,0,0
ENSG00000235042.1_9,0,0,0,0
ENSG00000290060.1_1,0,0,1,1
ENSG00000232485.4_12,0,0,0,0
ENSG00000241520.1_12,0,0,0,0
ENSG00000224391.1_9,0,0,1,1
ENSG00000225794.3_11,0,0,1,1
ENSG00000233143.4_10,0,0,0,0
ENSG00000231597.1_10,0,0,1,1
ENSG00000223874.2_10,0,0,0,0
ENSG00000237479.1_10,0,0,1,1
ENSG00000236295.1_10,0,0,1,1
ENSG00000287498.1_5,0,0,1,1
ENSG00000231672.8_9,0,0,0,1
ENSG00000223923.2_10,0,0,0,0
ENSG00000291236.1_1,0,0,0,0
ENSG00000261338.2_10,0,0,1,1
ENSG00000237281.1_9,0,0,0,0
ENSG00000225062.2_9,0,0,0,0
ENSG00000288819.2_2,0,0,1,1
ENSG00000273361.1_9,0,0,0,0
ENSG00000286154.1_7,0,0,0,0
ENSG00000272555.1_8,0,0,1,1
ENSG00000228135.1_9,0,1,0,1
ENSG00000288898.1_1,0,0,1,1
ENSG00000235024.1_12,0,0,0,0
ENSG00000236445.5_12,0,0,0,0
ENSG00000224090.1_8,0,0,0,0
ENSG00000286606.1_4,0,0,0,0
ENSG00000290093.1_1,0,0,0,0
ENSG00000287529.1_6,0,0,0,0
ENSG00000230432.1_8,0,0,0,0
ENSG00000229525.1_10,0,0,0,0
ENSG00000234638.1_10,0,0,0,0
ENSG00000280323.1_3,0,0,1,1
ENSG00000227432.1_10,0,0,0,0
ENSG00000268603.2_11,0,0,0,0
ENSG00000268896.1_8,0,0,0,0
ENSG00000269068.1_8,0,0,0,0
ENSG00000228973.1_11,0,0,1,1
ENSG00000267919.1_8,0,0,1,1
ENSG00000227308.2_11,0,0,1,1
ENSG00000228909.2_9,0,0,1,1
ENSG00000286199.1_4,0,0,1,1
ENSG00000288902.2_2,0,0,1,1
ENSG00000239498.1_9,0,0,1,1
ENSG00000235337.1_9,0,0,1,1
ENSG00000236451.3_8,0,0,1,1
ENSG00000224819.2_7,0,0,1,1
ENSG00000286272.1_7,0,0,1,1
ENSG00000290000.1_1,0,0,1,1
ENSG00000286170.1_5,0,0,1,1
ENSG00000272944.1_9,0,0,0,0
ENSG00000234446.3_7,0,0,1,1
ENSG00000163081.4_7,0,0,0,0
ENSG00000291155.1_1,0,0,0,0
ENSG00000234193.1_9,0,0,0,0
ENSG00000231189.1_5,0,0,1,1
ENSG00000235610.1_5,0,0,1,1
ENSG00000228802.1_10,0,0,0,0
ENSG00000274629.1_9,0,0,0,0
ENSG00000289265.1_1,0,0,0,0
ENSG00000279015.1_7,0,0,1,1
ENSG00000235070.3_10,0,0,1,1
ENSG00000272622.2_11,0,0,0,1
ENSG00000261379.1_9,0,0,1,1
ENSG00000290086.1_1,0,0,0,0
ENSG00000236432.8_10,0,0,0,0
ENSG00000290795.1_2,0,0,0,0
ENSG00000236116.1_11,0,0,0,0
ENSG00000286772.1_3,0,0,1,1
ENSG00000232023.3_9,0,0,1,1
ENSG00000228226.1_10,0,0,1,1
ENSG00000290097.1_1,0,0,1,1
ENSG00000287791.1_3,0,0,0,0
ENSG00000231534.1_7,0,0,0,0
ENSG00000225963.8_16,0,0,0,0
ENSG00000279964.1_7,0,0,1,1
ENSG00000235419.5_11,0,0,0,0
ENSG00000289157.1_1,0,0,1,1
ENSG00000226125.2_9,0,0,1,1
ENSG00000232520.2_10,0,0,1,1
ENSG00000230385.1_8,0,0,0,0
ENSG00000283164.1_3,0,0,0,0
ENSG00000238062.6_9,0,0,0,0
ENSG00000261829.1_8,0,0,1,1
ENSG00000224376.3_9,0,0,1,1
ENSG00000233538.1_9,0,0,1,1
ENSG00000181798.4_9,0,0,0,1
ENSG00000286942.1_4,0,0,1,1
ENSG00000286399.1_4,0,0,1,1
ENSG00000289018.2_2,0,0,0,0
ENSG00000261096.1_9,0,0,1,1
ENSG00000227033.1_10,0,0,0,0
ENSG00000224516.5_10,0,0,0,0
ENSG00000290681.1_1,0,0,1,1
ENSG00000237087.1_10,0,0,1,1
ENSG00000237126.8_13,0,0,0,0
ENSG00000241409.1_11,0,0,0,0
ENSG00000222001.2_8,0,0,0,0
ENSG00000289129.2_2,0,0,0,0
ENSG00000259793.1_10,0,0,1,1
ENSG00000224814.1_10,0,0,0,0
ENSG00000279809.1_10,0,0,1,1
ENSG00000237581.1_10,0,0,0,0
ENSG00000286059.1_6,0,0,0,0
ENSG00000279218.1_3,0,0,1,1
ENSG00000226442.2_8,0,0,1,1
ENSG00000261298.1_8,0,0,1,1
ENSG00000288040.1_4,0,0,1,1
ENSG00000228162.2_9,0,0,1,1
ENSG00000231682.1_8,0,0,1,1
ENSG00000280744.1_4,0,0,0,1
ENSG00000235726.7_10,0,0,1,1
ENSG00000226542.1_10,0,0,1,1
ENSG00000235293.1_6,0,0,1,1
ENSG00000235529.2_8,0,0,0,0
ENSG00000222007.6_9,0,0,0,0
ENSG00000233611.4_11,0,0,0,0
ENSG00000270540.1_8,0,0,0,0
ENSG00000232893.1_7,0,0,0,0
ENSG00000232328.3_11,0,1,0,1
ENSG00000227252.2_11,0,0,1,1
ENSG00000124835.2_10,0,0,1,1
ENSG00000224844.1_7,0,0,1,1
ENSG00000224132.2_10,0,0,1,1
ENSG00000222022.1_7,0,0,1,1
ENSG00000222032.2_8,0,0,1,1
ENSG00000289261.1_1,0,0,0,0
ENSG00000234949.2_9,0,0,0,0
ENSG00000227107.1_8,0,0,1,1
ENSG00000286864.1_5,0,0,0,0
ENSG00000288857.1_1,0,0,1,1
ENSG00000279484.2_6,0,0,0,0
ENSG00000186235.12_13,0,0,1,1
ENSG00000225057.2_10,0,0,0,0
ENSG00000283635.1_8,0,0,0,0
ENSG00000232306.2_9,0,0,1,1
ENSG00000229915.1_10,0,0,0,0
ENSG00000225493.1_8,0,0,0,1
ENSG00000234279.2_8,0,0,1,1
ENSG00000286160.2_5,0,0,1,1
ENSG00000286748.1_3,0,0,1,1
ENSG00000226992.1_10,0,0,1,1
ENSG00000227744.4_8,0,0,1,1
ENSG00000286307.1_3,0,0,0,0
ENSG00000287405.1_3,0,0,0,0
ENSG00000222020.5_11,0,0,0,0
ENSG00000286525.3_4,0,0,1,1
ENSG00000288082.1_5,0,0,1,1
ENSG00000286188.1_6,0,0,1,1
ENSG00000196758.3_8,0,0,1,1
ENSG00000227459.1_5,0,0,1,1
ENSG00000259889.1_8,0,0,1,1
ENSG00000220256.4_8,0,0,1,1
ENSG00000286325.1_5,0,0,1,1
ENSG00000286183.1_7,0,0,1,1
ENSG00000227479.1_7,0,0,1,1
ENSG00000218416.4_11,0,0,0,0
ENSG00000287049.1_3,0,0,0,0
ENSG00000260942.1_7,0,0,0,1
ENSG00000219159.4_10,0,0,1,1
ENSG00000233392.5_11,0,0,0,0
ENSG00000223991.1_10,0,0,0,0
ENSG00000229996.1_10,0,0,0,0
ENSG00000225521.1_11,0,0,0,0
ENSG00000289253.2_2,0,0,1,1
ENSG00000286588.1_6,0,0,0,0
ENSG00000223374.1_10,0,0,0,0
ENSG00000288080.1_4,0,0,0,0
ENSG00000289555.1_1,0,0,0,0
ENSG00000234235.1_9,0,0,0,0
ENSG00000273113.1_8,0,0,1,1
ENSG00000235351.1_10,0,0,0,0
ENSG00000215692.2_10,0,0,0,0
ENSG00000234793.1_10,0,0,0,0
ENSG00000215023.2_10,0,0,0,0
ENSG00000224272.2_11,0,0,0,0
ENSG00000235151.1_8,0,0,0,1
ENSG00000233806.9_11,0,0,0,0
ENSG00000237940.3_9,0,0,0,1
ENSG00000280119.1_12,0,0,1,1
ENSG00000226423.1_10,0,0,1,1
ENSG00000287971.1_7,0,0,1,1
ENSG00000232002.2_9,0,0,1,1
ENSG00000289556.2_2,0,0,1,1
ENSG00000261186.2_13,0,0,0,1
ENSG00000223587.1,0,0,1,1
ENSG00000224918.1_10,0,0,1,1
ENSG00000224318.6_9,0,0,0,0
ENSG00000287140.1_3,0,0,1,1
ENSG00000234661.2_16,0,1,0,0
ENSG00000287505.1_5,0,0,1,1
ENSG00000224957.7_9,0,0,0,1
ENSG00000224239.1_8,0,0,1,1
ENSG00000235158.1_5,0,0,0,1
ENSG00000225044.1_10,0,0,1,1
ENSG00000288831.2_2,0,0,1,1
ENSG00000227588.2_9,0,0,0,0
ENSG00000286363.1_3,0,0,0,0
ENSG00000237990.3_10,0,0,0,0
ENSG00000271870.1,0,0,0,0
ENSG00000223727.6_11,0,0,1,1
ENSG00000287720.1_3,0,0,0,0
ENSG00000286579.1_5,0,0,0,0
ENSG00000231249.3_11,0,0,0,1
ENSG00000235947.1_7,1,0,0,0
ENSG00000235978.8_11,0,0,0,0
ENSG00000235831.8_11,0,0,0,0
ENSG00000233912.1_13,0,0,0,0
ENSG00000268509.2_9,0,0,0,0
ENSG00000230944.1_10,0,0,1,1
ENSG00000229642.1_8,0,0,1,1
ENSG00000226022.1_6,0,0,1,1
ENSG00000189229.12_11,0,0,1,1
ENSG00000226258.7_10,0,0,0,0
ENSG00000237665.1_9,0,0,0,0
ENSG00000288030.1_3,0,0,0,0
ENSG00000236202.1_9,0,0,0,0
ENSG00000270207.2_12,0,0,0,0
ENSG00000227110.7_11,0,0,0,0
ENSG00000228351.3_8,0,0,1,1
ENSG00000231401.2_9,0,0,1,1
ENSG00000224884.1_11,0,0,0,0
ENSG00000291007.1_1,0,0,0,0
ENSG00000224808.1_7,0,0,0,0
ENSG00000287623.1_3,0,0,0,0
ENSG00000228723.6_14,0,0,0,0
ENSG00000227929.4_8,0,0,0,0
ENSG00000235830.2_9,0,0,0,0
ENSG00000254485.5_11,0,0,0,0
ENSG00000206573.11_14,0,0,0,0
ENSG00000287878.1_6,1,0,0,0
ENSG00000269886.1_8,1,0,0,0
ENSG00000230082.1_9,0,1,0,0
ENSG00000269982.1_8,0,0,1,1
ENSG00000291224.1_1,0,0,0,0
ENSG00000206567.10_12,0,0,0,0
ENSG00000291078.1_2,0,0,0,0
ENSG00000287086.1_5,1,0,0,0
ENSG00000231177.4_8,0,1,0,0
ENSG00000240288.8_9,0,0,0,0
ENSG00000236999.1_9,0,0,0,0
ENSG00000224771.2_10,0,0,0,0
ENSG00000226567.2_10,0,0,0,1
ENSG00000230599.2_10,0,0,0,1
ENSG00000286962.1_5,0,0,0,0
ENSG00000232287.2_10,0,0,0,0
ENSG00000287964.1_3,0,0,1,1
ENSG00000288969.1_1,0,0,0,0
ENSG00000285906.2_7,0,0,0,0
ENSG00000271716.1_8,0,0,0,0
ENSG00000272483.1_8,0,0,0,0
ENSG00000288952.2_2,0,0,0,0
ENSG00000290072.1_1,0,0,1,1
ENSG00000272263.1_8,0,0,0,0
ENSG00000232746.1_9,0,0,1,1
ENSG00000244502.2_10,0,0,0,0
ENSG00000224514.3_10,0,0,0,1
ENSG00000290338.1_1,0,0,1,1
ENSG00000287059.1_5,0,0,1,1
ENSG00000290044.1_1,0,0,0,0
ENSG00000228242.6_16,1,0,0,0
ENSG00000255021.1_10,0,0,1,1
ENSG00000251576.1_8,0,0,0,1
ENSG00000283392.1_8,0,0,1,1
ENSG00000235629.1_11,0,0,1,1
ENSG00000230172.1_11,0,0,0,0
ENSG00000285969.1_4,0,0,1,1
ENSG00000260902.1_8,0,0,0,0
ENSG00000225733.8_13,0,1,0,0
ENSG00000289750.1_1,0,0,0,0
ENSG00000290932.1_2,0,0,1,1
ENSG00000291281.1_2,0,0,1,1
ENSG00000224660.2_9,0,0,0,0
ENSG00000249786.7_14,0,0,0,0
ENSG00000288077.1_5,0,0,0,0
ENSG00000279465.1_8,0,0,0,0
ENSG00000290787.1_1,0,0,0,0
ENSG00000287042.3_5,0,0,1,1
ENSG00000286689.1_3,0,0,1,1
ENSG00000285654.1_6,0,0,1,1
ENSG00000271964.1_9,0,0,0,0
ENSG00000272498.1_9,0,0,0,0
ENSG00000272529.1_9,0,0,0,0
ENSG00000287377.1_3,0,0,0,0
ENSG00000288050.1_3,0,0,0,0
ENSG00000233570.2_8,0,0,1,1
ENSG00000269391.2_10,0,0,1,1
